Source,Destination,Weight 
C4521540,C0014876,5.0
C4521540,C0004364,7.0
C4521540,C0278144,1.0
C4521540,C3890602,2.0
C4521540,C0231772,2.0
C4521540,C0235108,2.0
C4521540,C0848290,1.0
C4521540,C0020443,3.0
C4521540,C0860603,2.0
C4521540,C0268059,1.0
C4521540,C0039082,1.0
C4521540,C0024204,2.0
C4521540,C0027342,5.0
C4521540,C0011860,3.0
C4521540,C0024198,5.0
C4521540,C1293097,2.0
C4521540,C0521300,1.0
C4521540,C0038395,2.0
C4521540,C0022122,4.0
C4521540,C0019552,4.0
C4521540,C0001625,1.0
C4521540,C1186763,1.0
C4521540,C5202577,2.0
C4521540,C0238190,1.0
C4521540,C0185112,1.0
C4521540,C1836672,2.0
C4521540,C0019112,3.0
C4521540,C0035139,4.0
C4521540,C4551552,9.0
C4521540,C0019360,14.0
C4521540,C0230048,1.0
C4521540,C1517205,5.0
C4521540,C0006625,1.0
C4521540,C0522772,3.0
C4521540,C0023530,2.0
C4521540,C0040861,2.0
C4521540,C1535939,16.0
C4521540,C0027796,1.0
C4521540,C0040732,63.0
C4521540,C0206948,2.0
C4521540,C0001701,1.0
C4521540,C0524865,4.0
C4521540,C1561643,1.0
C4521540,C0917805,3.0
C4521540,C0007787,3.0
C4521540,C0018823,2.0
C4521540,C0678236,6.0
C4521540,C0029216,1.0
C4521540,C0524930,1.0
C4521540,C0022671,7.0
C4521540,C0023911,12.0
C4521540,C0023222,3.0
C4521540,C0021083,3.0
C4521540,C0020971,1.0
C4521540,C0032533,29.0
C4521540,C1969653,1.0
C4521540,C0039483,5.0
C4521540,C0993472,1.0
C4521540,C1550244,1.0
C4521540,C0025470,1.0
C4521540,C1956391,1.0
C4521540,C4048329,2.0
C4521540,C0021079,3.0
C4521540,C0857072,3.0
C4521540,C0411257,1.0
C4521540,C5139167,1.0
C4521540,C0227613,1.0
C4521540,C0206058,6.0
C4521540,C5204954,1.0
C4521540,C0030275,1.0
C4521540,C0011946,1.0
C4521540,C4551529,1.0
C4521540,C1840264,1.0
C4521540,C0277355,1.0
C4521540,C1848392,2.0
C4521540,C0022650,2.0
C4521540,C0392525,2.0
C4521540,C4522122,1.0
C4521540,C0241910,1.0
C4521540,C4721555,1.0
C4521540,C2973270,7.0
C4521540,C0038160,3.0
C4521540,C4721453,2.0
C4521540,C0031117,2.0
C4521540,C0574032,19.0
C4521540,C0006267,3.0
C4521540,C0150055,3.0
C4521540,C1556138,1.0
C4521540,C4551976,2.0
C4521540,C0150627,4.0
C4521540,C3669218,1.0
C4521540,C1299624,13.0
C4521540,C0229985,1.0
C4521540,C0040067,6.0
C4521540,C0022077,4.0
C4521540,C0581528,1.0
C4521540,C3887524,1.0
C4521540,C0270699,2.0
C4521540,C0263746,2.0
C4521540,C0184893,1.0
C4521540,C2216322,1.0
C4521540,C0441645,1.0
C4521540,C0022100,1.0
C4521540,C0016512,4.0
C4521540,C4317109,1.0
C4521540,C0185026,4.0
C4521540,C0427008,3.0
C4521540,C0185012,3.0
C4521540,C1293124,3.0
C4521540,C0008677,2.0
C4521540,C3887688,1.0
C4521540,C0050572,2.0
C4521540,C4554548,3.0
C4521540,C0007286,1.0
C4521540,C0017601,1.0
C4521540,C1533720,1.0
C4521540,C0595921,1.0
C4521540,C0277823,1.0
C4521540,C1293131,2.0
C4521540,C1298682,1.0
C4521540,C0521516,1.0
C4521540,C0992820,1.0
C4521540,C0221785,1.0
C4521540,C0749263,1.0
C4521540,C0039482,1.0
C4521540,C0021107,1.0
C4521540,C0019559,1.0
C4521540,C4551516,1.0
C4521540,C0935616,3.0
C4521540,C0108844,4.0
C4521540,C0011882,1.0
C4521540,C0549207,1.0
C4521540,C0501800,1.0
C4521540,C0695600,1.0
C4521540,C0392879,1.0
C4521540,C0394648,1.0
C4521540,C0149756,1.0
C4521540,C0004457,1.0
C4521540,C0003615,1.0
C4521540,C0029130,1.0
C4521540,C0509489,1.0
C4521540,C0016143,1.0
C4521540,C0012169,4.0
C4521540,C0679624,2.0
C4521540,C0191849,1.0
C4521540,C0024881,1.0
C4521540,C0225730,2.0
C4521540,C0481503,1.0
C4521540,C4027042,1.0
C4521540,C4316941,1.0
C4521540,C0184898,1.0
C4521540,C0037993,1.0
C4521540,C3266910,1.0
C4521540,C0920424,3.0
C4521540,C0079850,2.0
C4521540,C0008913,2.0
C4521540,C4019107,2.0
C4521540,C0677616,1.0
C4521540,C0741886,1.0
C4521540,C0392535,2.0
C4521540,C1321554,1.0
C4521540,C0852216,4.0
C4521540,C0948310,4.0
C4521540,C0033573,2.0
C4521540,C0006035,1.0
C4521540,C0236642,1.0
C4521540,C0238792,1.0
C4521540,C0151825,1.0
C4521540,C3837958,1.0
C4521540,C0036285,2.0
C4521540,C0086330,1.0
C4521540,C0935576,1.0
C4521540,C0920687,2.0
C4521540,C5203355,1.0
C4521540,C0458224,1.0
C4521540,C0920619,1.0
C4521540,C0006141,1.0
C4521540,C1521750,1.0
C4521540,C0013218,1.0
C4521540,C0020639,1.0
C4521540,C2985566,1.0
C4521540,C0419994,1.0
C4521540,C0199470,1.0
C4521540,C0002871,1.0
C4521540,C0033575,1.0
C4521540,C0279025,1.0
C4521540,C1377828,9.0
C4521540,C5197901,3.0
C4521540,C0007272,3.0
C4521540,C0162859,3.0
C4521540,C0741984,3.0
C4521540,C0185317,3.0
C4521540,C0018821,6.0
C4521540,C1272654,3.0
C4521540,C0886052,3.0
C4521540,C0749410,3.0
C4521540,C0282046,3.0
C4521540,C0749607,6.0
C4521540,C3489532,3.0
C4521540,C1550235,3.0
C4521540,C1865361,3.0
C4521540,C0037935,3.0
C4521540,C0030797,3.0
C4521540,C4266535,3.0
C4521540,C0004763,3.0
C4521540,C0277565,3.0
C4521540,C0338361,3.0
C4521540,C2316212,3.0
C4521540,C1266881,3.0
C4521540,C0221982,3.0
C4521540,C0230425,3.0
C4521540,C5203658,6.0
C4521540,C0162439,3.0
C4521540,C1136201,3.0
C4521540,C0392806,3.0
C4521540,C0565350,3.0
C4521540,C0185414,3.0
C4521540,C0224415,3.0
C4521540,C0039508,3.0
C4521540,C2316787,3.0
C4521540,C0188413,3.0
C4521540,C0038897,3.0
C4521540,C3888847,3.0
C4521540,C0014093,3.0
C4521540,C0011389,6.0
C4521540,C0229749,3.0
C4521540,C1506507,3.0
C4521540,C0012358,2.0
C4521540,C0038904,2.0
C4521540,C3887487,2.0
C4521540,C1858361,2.0
C4521540,C0751781,2.0
C4521540,C3536731,2.0
C4521540,C0009368,4.0
C4521540,C0235239,2.0
C4521540,C4524538,2.0
C4521540,C1704536,2.0
C4521540,C0150755,2.0
C3887642,C0231218,38.0
C3887642,C0392148,1.0
C3887642,C1856053,24.0
C3887642,C0040456,2.0
C3887642,C0043194,75.0
C3887642,C0042196,46.0
C3887642,C4554334,25.0
C3887642,C3160718,15.0
C3887642,C0011209,17.0
C3887642,C0596601,2.0
C3887642,C0231617,40.0
C3887642,C4048158,28.0
C3887642,C0036572,32.0
C3887642,C2987620,4.0
C3887642,C0886384,13.0
C3887642,C0028084,2.0
C3887642,C4319952,61.0
C3887642,C0152277,13.0
C3887642,C0018681,7.0
C3887642,C0439631,6.0
C3887642,C0557061,100.0
C3887642,C0021053,1.0
C3887642,C0037354,1.0
C3887642,C0557033,24.0
C3887642,C0242429,1.0
C3887642,C0020975,7.0
C3887642,C0021485,80.0
C3887642,C0741585,1.0
C3887642,C0227192,2.0
C3887642,C1963578,9.0
C3887642,C0011991,2.0
C3887642,C0027497,6.0
C3887642,C0003862,1.0
C3887642,C0231528,2.0
C3887642,C1175175,2.0
C3887642,C0152054,35.0
C3887642,C1096155,23.0
C3887642,C0577573,23.0
C3887642,C0263214,15.0
C3887642,C0185060,3.0
C3887642,C0004135,11.0
C3887642,C0062074,20.0
C3887642,C0230347,20.0
C3887642,C0185051,10.0
C3887642,C2986716,11.0
C3887642,C0199176,10.0
C3887642,C0679698,4.0
C3887642,C0339897,29.0
C3887642,C0231217,1.0
C3887642,C0872315,1.0
C3887642,C0239296,1.0
C3887642,C0229983,1.0
C3887642,C3687832,20.0
C3887642,C1135440,2.0
C3887642,C0025007,2.0
C3887642,C0032371,3.0
C3887642,C0032042,1.0
C3887642,C0242350,1.0
C3887642,C0031354,3.0
C3887642,C3665375,1.0
C3887642,C0234238,10.0
C3887642,C0008679,8.0
C3887642,C0085593,7.0
C3887642,C0220870,2.0
C3887642,C0043189,1.0
C3887642,C0013443,16.0
C3887642,C0521421,16.0
C3887642,C0016129,2.0
C3887642,C0030360,3.0
C3887642,C3272275,6.0
C3887642,C0034069,1.0
C3887642,C0032285,3.0
C3887642,C0243026,4.0
C3887642,C0036690,3.0
C3887642,C0035243,2.0
C3887642,C0042769,3.0
C3887642,C0004096,6.0
C3887642,C0282335,1.0
C3887642,C0545747,1.0
C3887642,C0020538,3.0
C3887642,C0022658,2.0
C3887642,C0028754,1.0
C3887642,C0024115,5.0
C3887642,C0018799,3.0
C3887642,C0018787,26.0
C3887642,C1522704,48.0
C3887642,C0814263,6.0
C3887642,C0037088,23.0
C3887642,C1533685,9.0
C3887642,C0016382,3.0
C3887642,C0029456,5.0
C3887642,C0262950,2.0
C3887642,C0332293,3.0
C3887642,C1563093,18.0
C3887642,C1519433,5.0
C3887642,C1370824,4.0
C3887642,C3541994,4.0
C3887642,C0270724,68.0
C3887642,C5202809,22.0
C3887642,C2930619,22.0
C3887642,C0185117,2.0
C3887642,C2676739,7.0
C3887642,C0040822,4.0
C3887642,C0224086,3.0
C3887642,C0393040,1.0
C3887642,C0848168,1.0
C3887642,C0016204,12.0
C3887642,C0338297,29.0
C3887642,C0027442,1.0
C3887642,C0024117,4.0
C3887642,C3714496,4.0
C3887642,C0040808,1.0
C3887642,C0038842,1.0
C3887642,C0409974,3.0
C3887642,C0024138,4.0
C3887642,C0024131,3.0
C3887642,C0456909,1.0
C3887642,C0349410,1.0
C3887642,C0042200,1.0
C3887642,C0222041,1.0
C3887642,C0235309,1.0
C3887642,C0204774,4.0
C3887642,C0392674,3.0
C3887642,C0458827,2.0
C3887642,C0034115,1.0
C3887642,C0795691,1.0
C3887642,C0018790,5.0
C3887642,C0152032,2.0
C3887642,C0023928,1.0
C3887642,C0085635,2.0
C3887642,C0040132,3.0
C3887642,C0185033,1.0
C3887642,C0023884,11.0
C3887642,C0425481,3.0
C3887642,C0221170,4.0
C3887642,C0262324,3.0
C3887642,C0018494,2.0
C3887642,C0020498,3.0
C3887642,C0204558,5.0
C3887642,C3280240,18.0
C3887642,C0342895,9.0
C3887642,C0027769,3.0
C3887642,C0227716,1.0
C3887642,C4083049,3.0
C3887642,C3714506,5.0
C3887642,C0199848,13.0
C3887642,C0227665,15.0
C3887642,C0022646,16.0
C3887642,C0441516,3.0
C3887642,C0040028,3.0
C3887642,C0741847,3.0
C3887642,C0001486,1.0
C3887642,C0152060,28.0
C3887642,C1135929,1.0
C3887642,C0600080,3.0
C3887642,C0227958,3.0
C3887642,C1880091,6.0
C3887642,C4724148,6.0
C3887642,C0150189,3.0
C3887642,C0441513,4.0
C3887642,C0476273,1.0
C3887642,C1883583,11.0
C3887642,C0004895,1.0
C3887642,C0221055,1.0
C3887642,C0038351,4.0
C3887642,C3714551,4.0
C3887642,C0012164,3.0
C3887642,C0018099,1.0
C3887642,C0597815,3.0
C3887642,C0442874,2.0
C3887642,C0149931,1.0
C3887642,C0162429,1.0
C3887642,C0017296,8.0
C3887642,C0015385,2.0
C3887642,C0857027,1.0
C3887642,C0005847,2.0
C3887642,C3809991,1.0
C3887642,C0017547,3.0
C3887642,C0199809,4.0
C3887642,C0677881,1.0
C3887642,C0012683,6.0
C3887642,C0748355,1.0
C3887642,C0035222,2.0
C3887642,C0452240,13.0
C3887642,C1579931,2.0
C3887642,C0795934,16.0
C3887642,C1846009,6.0
C3887642,C0225442,2.0
C3887642,C0175697,2.0
C3887642,C1512335,6.0
C3887642,C0015230,6.0
C3887642,C0012833,2.0
C3887642,C0042571,1.0
C3887642,C0934502,10.0
C3887642,C0038454,6.0
C3887642,C0439775,2.0
C3887642,C1140621,4.0
C3887642,C0008049,1.0
C3887642,C2364135,1.0
C3887642,C0032064,1.0
C3887642,C3665472,11.0
C3887642,C0392920,11.0
C3887642,C1305417,2.0
C3887642,C3810531,2.0
C3887642,C4521443,2.0
C3887642,C0235394,2.0
C3887642,C0150157,14.0
C3887642,C1369039,1.0
C3887642,C1369038,1.0
C3887642,C0812426,4.0
C3887642,C2926602,1.0
C3887642,C0458421,8.0
C3887642,C0597811,1.0
C3887642,C0263314,1.0
C3887642,C1321587,4.0
C3887642,C1515884,1.0
C3887642,C1320374,2.0
C3887642,C1290884,1.0
C3887642,C0454525,5.0
C3887642,C4553655,19.0
C3887642,C0547605,1.0
C3887642,C0010352,6.0
C3887642,C0270814,1.0
C3887642,C4724036,10.0
C3887642,C2242996,1.0
C3887642,C0030554,1.0
C3887642,C0230370,2.0
C3887642,C0857126,1.0
C3887642,C0185003,7.0
C3887642,C0042331,1.0
C3887642,C1275670,3.0
C3887642,C0009806,1.0
C3887642,C0679614,1.0
C3887642,C0023216,1.0
C3887642,C0036474,1.0
C3887642,C0423086,1.0
C3887642,C0010054,1.0
C3887642,C1956346,1.0
C3887642,C0010068,1.0
C3887642,C0011175,1.0
C3887642,C4744673,7.0
C3887642,C0003850,1.0
C3887642,C0004153,1.0
C3887642,C2709207,1.0
C3887642,C0278286,1.0
C3887642,C0848332,6.0
C3887642,C0454366,4.0
C3887642,C1995013,1.0
C3887642,C0039070,1.0
C3887642,C0020175,3.0
C3887642,C0004604,1.0
C3887642,C0037949,6.0
C3887642,C0277556,2.0
C3887642,C0474166,1.0
C3887642,C0022359,1.0
C3887642,C0042029,2.0
C3887642,C0022742,4.0
C3887642,C0917801,2.0
C3887642,C0016053,2.0
C3887642,C0302539,3.0
C3887642,C0026848,1.0
C3887642,C0199779,1.0
C3887642,C0002792,4.0
C3887642,C4317006,1.0
C3887642,C0003864,7.0
C3887642,C0849164,1.0
C3887642,C0796232,2.0
C3887642,C0265514,2.0
C3887642,C0004095,2.0
C3887642,C0588436,1.0
C3887642,C0030567,1.0
C3887642,C0017672,1.0
C3887642,C0497156,1.0
C3887642,C0004364,16.0
C3887642,C2957106,1.0
C3887642,C0362046,1.0
C3887642,C0278144,2.0
C3887642,C0041834,1.0
C3887642,C0730321,19.0
C3887642,C0848290,1.0
C3887642,C0020443,1.0
C3887642,C0860603,1.0
C3887642,C0268059,7.0
C3887642,C1440080,1.0
C3887642,C1293234,1.0
C3887642,C0039082,2.0
C3887642,C0339805,3.0
C3887642,C0027342,6.0
C3887642,C0011860,2.0
C3887642,C0275626,1.0
C3887642,C0024198,2.0
C3887642,C0037011,2.0
C3887642,C1883514,1.0
C3887642,C1293097,6.0
C3887642,C0687080,1.0
C3887642,C0037315,1.0
C3887642,C0268281,2.0
C3887642,C0454348,1.0
C3887642,C0010340,3.0
C3887642,C0024031,1.0
C3887642,C0022122,3.0
C3887642,C0019552,4.0
C3887642,C0035029,1.0
C3887642,C0037219,3.0
C3887642,C0086132,1.0
C3887642,C0150232,2.0
C3887642,C0011121,3.0
C3887642,C2004459,4.0
C3887642,C4699741,1.0
C3887642,C3469597,2.0
C3887642,C1186763,7.0
C3887642,C0679740,1.0
C3887642,C0679771,2.0
C3887642,C0004933,1.0
C3887642,C1185740,2.0
C3887642,C5202577,29.0
C3887642,C1836672,2.0
C3887642,C0019112,7.0
C3887642,C1533163,1.0
C3887642,C0018939,1.0
C3887642,C0035139,2.0
C3887642,C3280586,1.0
C3887642,C0004610,1.0
C3887642,C0189381,1.0
C3887642,C0035849,1.0
C3887642,C0023976,1.0
C3887642,C4552766,2.0
C3887642,C0000809,1.0
C3887642,C0042149,1.0
C3887642,C0019360,10.0
C3887642,C0230048,2.0
C3887642,C1517205,8.0
C3887642,C0011119,2.0
C3887642,C1535939,69.0
C3887642,C1720830,6.0
C3887642,C0033770,6.0
C3887642,C0040732,109.0
C3887642,C1623038,2.0
C3887642,C0023890,2.0
C3887642,C0518214,5.0
C3887642,C0280109,2.0
C3887642,C0409093,1.0
C3887642,C0003872,1.0
C3887642,C0001074,1.0
C3887642,C0005961,2.0
C3887642,C1306557,1.0
C3887642,C0231529,1.0
C3887642,C0001701,3.0
C3887642,C2931826,1.0
C3887642,C0409205,1.0
C3887642,C0277794,1.0
C3887642,C0058928,1.0
C3887642,C0263922,1.0
C3887642,C0006444,2.0
C3887642,C3828416,1.0
C3887642,C0225752,1.0
C3887642,C0454326,1.0
C3887642,C0270994,1.0
C3887642,C0524865,1.0
C3887642,C1561643,3.0
C3887642,C0454306,4.0
C3887642,C0085631,2.0
C3887642,C3887611,2.0
C3887642,C0086511,2.0
C3887642,C0917805,1.0
C3887642,C0007787,1.0
C3887642,C0002962,1.0
C3887642,C0030647,1.0
C3887642,C0018823,4.0
C3887642,C0678236,1.0
C3887642,C0280547,1.0
C3887642,C0029216,5.0
C3887642,C0524930,4.0
C3887642,C0010692,1.0
C3887642,C0600041,1.0
C3887642,C0022671,13.0
C3887642,C1318453,1.0
C3887642,C0040746,1.0
C3887642,C0023911,21.0
C3887642,C0521304,1.0
C3887642,C0849759,1.0
C3887642,C1527075,1.0
C3887642,C0024128,1.0
C3887642,C0023222,1.0
C3887642,C1321551,1.0
C3887642,C0003493,1.0
C3887642,C0020557,1.0
C3887642,C0240225,2.0
C3887642,C0029453,1.0
C3887642,C0021083,2.0
C3887642,C0730400,1.0
C3887642,C0020971,3.0
C3887642,C0440790,1.0
C3887642,C0020972,1.0
C3887642,C0230415,1.0
C3887642,C0230442,1.0
C3887642,C0008312,1.0
C3887642,C0042345,1.0
C3887642,C0863083,1.0
C3887642,C0041281,1.0
C3887642,C0989247,1.0
C3887642,C0032533,56.0
C3887642,C1132474,1.0
C3887642,C0679225,1.0
C3887642,C3812880,1.0
C3887642,C1969653,4.0
C3887642,C2037193,1.0
C3887642,C0679247,1.0
C3887642,C0853204,2.0
C3887642,C0039483,4.0
C3887642,C0844334,1.0
C3887642,C1868677,3.0
C3887642,C0993472,2.0
C3887642,C0278141,2.0
C3887642,C0003868,2.0
C3887642,C1550244,1.0
C3887642,C0987999,1.0
C3887642,C0012813,1.0
C3887642,C0025470,1.0
C3887642,C0226956,1.0
C3887642,C0226958,1.0
C3887642,C0162577,1.0
C3887642,C0747791,1.0
C3887642,C1956391,1.0
C3887642,C0229089,1.0
C3887642,C4048329,1.0
C3887642,C0021079,2.0
C3887642,C0857072,1.0
C3887642,C0411257,1.0
C3887642,C5139167,1.0
C3887642,C0227613,1.0
C3887642,C0206058,1.0
C3887642,C5204954,1.0
C3887642,C0030275,1.0
C3887642,C0011946,1.0
C3887642,C4551529,1.0
C3887642,C1840264,1.0
C3887642,C0277355,1.0
C3887642,C1848392,3.0
C3887642,C0022650,1.0
C3887642,C0392525,1.0
C3887642,C4522122,1.0
C3887642,C0241910,1.0
C3887642,C4721555,1.0
C3887642,C2973270,1.0
C3887642,C0987085,1.0
C3887642,C0036421,1.0
C3887642,C0677607,3.0
C3887642,C0206062,1.0
C3887642,C0038160,1.0
C3887642,C4048756,1.0
C3887642,C0014175,1.0
C3887642,C0040128,1.0
C3887642,C0029408,1.0
C3887642,C4721453,1.0
C3887642,C0031117,1.0
C3887642,C0574032,1.0
C3887642,C0006267,4.0
C3887642,C1292856,1.0
C3887642,C0011269,1.0
C3887642,C0189205,1.0
C3887642,C0042930,3.0
C3887642,C0027765,1.0
C3887642,C0026868,3.0
C3887642,C0150055,1.0
C3887642,C0263959,1.0
C3887642,C0016719,1.0
C3887642,C0282615,1.0
C3887642,C1556138,1.0
C3887642,C0268238,1.0
C3887642,C0263541,1.0
C3887642,C0237974,1.0
C3887642,C5206718,1.0
C3887642,C0019939,1.0
C3887642,C4225222,2.0
C3887642,C1859316,2.0
C3887642,C4551976,2.0
C3887642,C0068899,2.0
C3887642,C0225832,2.0
C3887642,C0442893,2.0
C3887642,C0408752,4.0
C3887642,C2945673,1.0
C3887642,C0015731,6.0
C3887642,C0150627,3.0
C3887642,C3669218,5.0
C3887642,C0042640,3.0
C3887642,C1299624,26.0
C3887642,C0229985,2.0
C3887642,C0040067,6.0
C3887642,C0022077,8.0
C3887642,C0581528,2.0
C3887642,C3887524,2.0
C3887642,C0270699,4.0
C3887642,C0263746,2.0
C3887642,C0184893,2.0
C3887642,C2216322,2.0
C3887642,C0441645,2.0
C3887642,C0022100,3.0
C3887642,C0016512,2.0
C3887642,C0043167,1.0
C3887642,C0043168,1.0
C3887642,C0395020,1.0
C3887642,C0556837,2.0
C3887642,C0035258,2.0
C3887642,C0230329,2.0
C3887642,C0020311,4.0
C3887642,C0230462,2.0
C3887642,C1831717,2.0
C3887642,C1852222,2.0
C3887642,C0679624,2.0
C3887642,C0023317,4.0
C3887642,C0314719,2.0
C3887642,C0022575,2.0
C3887642,C0339510,2.0
C3887642,C0441592,4.0
C3887642,C0700282,2.0
C3887642,C0856747,1.0
C3887642,C1535502,2.0
C3887642,C0034050,1.0
C3887642,C0947647,1.0
C1511790,C0231218,5.0
C1511790,C0392148,5.0
C1511790,C1856053,1.0
C1511790,C0040456,1.0
C1511790,C0043194,10.0
C1511790,C0042196,8.0
C1511790,C0011209,1.0
C1511790,C0231617,6.0
C1511790,C2987620,4.0
C1511790,C4319952,6.0
C1511790,C0152277,1.0
C1511790,C0018681,1.0
C1511790,C0557061,7.0
C1511790,C0021053,2.0
C1511790,C0557033,1.0
C1511790,C0949766,1.0
C1511790,C0021485,2.0
C1511790,C0741585,1.0
C1511790,C1175175,2.0
C1511790,C0152054,1.0
C1511790,C1096155,4.0
C1511790,C0577573,4.0
C1511790,C0263214,4.0
C1511790,C0230347,1.0
C1511790,C0199176,1.0
C1511790,C4722408,4.0
C1511790,C3687832,2.0
C1511790,C0025007,2.0
C1511790,C0031354,4.0
C1511790,C3665375,4.0
C1511790,C0028678,1.0
C1511790,C0030360,1.0
C1511790,C0032285,2.0
C1511790,C0243026,1.0
C1511790,C0036690,1.0
C1511790,C0026780,1.0
C1511790,C0020538,2.0
C1511790,C0018787,1.0
C1511790,C1522704,2.0
C1511790,C1533685,1.0
C1511790,C0016382,1.0
C1511790,C0029456,1.0
C1511790,C0262950,1.0
C1511790,C0242297,1.0
C1511790,C1527077,1.0
C1511790,C0042870,2.0
C1511790,C0332293,1.0
C1511790,C1563093,1.0
C1511790,C0850149,1.0
C1511790,C0003123,1.0
C1511790,C0438716,1.0
C1511790,C0948873,3.0
C1511790,C0270724,2.0
C1511790,C2827774,1.0
C1511790,C5202815,1.0
C1511790,C5202809,1.0
C1511790,C2930619,1.0
C1511790,C0024117,1.0
C1511790,C3714496,1.0
C1511790,C0040357,1.0
C1511790,C0795691,1.0
C1511790,C3280240,2.0
C1511790,C0227716,1.0
C1511790,C0015230,1.0
C1511790,C1140621,1.0
C1511790,C0150157,2.0
C1511790,C1320374,1.0
C1511790,C0007222,1.0
C1511790,C1335499,1.0
C1511790,C0035204,4.0
C1511790,C0035242,4.0
C1511790,C1412002,1.0
C1511790,C0199779,1.0
C1511790,C1305844,2.0
C1511790,C1305637,1.0
C1511790,C1314715,1.0
C1511790,C4698121,1.0
C1511790,C0199451,1.0
C1511790,C0004364,1.0
C1511790,C4085595,4.0
C1511790,C0222045,4.0
C1511790,C0199798,4.0
C1511790,C0343537,2.0
C1511790,C0419780,1.0
C1511790,C0020974,1.0
C1511790,C0150259,1.0
C1511790,C3686591,1.0
C1511790,C0348217,1.0
C1511790,C0040861,1.0
C1511790,C0024875,1.0
C1511790,C3536731,2.0
C1511790,C0521839,1.0
C1511790,C0230040,1.0
C0231218,C0392148,3.0
C0231218,C1856053,194.0
C0231218,C0040456,16.0
C0231218,C0043194,292.0
C0231218,C0042196,88.0
C0231218,C4554334,189.0
C0231218,C3160718,62.0
C0231218,C0011209,72.0
C0231218,C0596601,46.0
C0231218,C5202801,2.0
C0231218,C0014122,2.0
C0231218,C0231617,156.0
C0231218,C4048158,104.0
C0231218,C0036572,173.0
C0231218,C2987620,7.0
C0231218,C0886384,35.0
C0231218,C0028084,36.0
C0231218,C4319952,170.0
C0231218,C0152277,66.0
C0231218,C0851121,4.0
C0231218,C0018681,127.0
C0231218,C0439631,22.0
C0231218,C0193959,2.0
C0231218,C0557061,250.0
C0231218,C0021053,4.0
C0231218,C0037354,1.0
C0231218,C0031350,131.0
C0231218,C0557033,76.0
C0231218,C0242429,147.0
C0231218,C0020975,23.0
C0231218,C3887654,4.0
C0231218,C2076600,6.0
C0231218,C0949766,2.0
C0231218,C0021485,266.0
C0231218,C0263940,5.0
C0231218,C0741585,32.0
C0231218,C0227192,30.0
C0231218,C1963578,19.0
C0231218,C0011991,43.0
C0231218,C0027497,99.0
C0231218,C0042963,10.0
C0231218,C0003862,15.0
C0231218,C0231528,36.0
C0231218,C1175175,15.0
C0231218,C0152054,161.0
C0231218,C1096155,21.0
C0231218,C0577573,20.0
C0231218,C0263214,23.0
C0231218,C0185060,10.0
C0231218,C0004135,21.0
C0231218,C0062074,123.0
C0231218,C0230347,22.0
C0231218,C0185051,25.0
C0231218,C2986716,14.0
C0231218,C0199176,19.0
C0231218,C0339897,54.0
C0231218,C4722408,4.0
C0231218,C0231217,3.0
C0231218,C3687832,75.0
C0231218,C1135440,6.0
C0231218,C0025007,3.0
C0231218,C0032371,4.0
C0231218,C0032042,11.0
C0231218,C0031354,137.0
C0231218,C3665375,134.0
C0231218,C0301571,16.0
C0231218,C0234238,83.0
C0231218,C0028678,3.0
C0231218,C0008679,25.0
C0231218,C0085593,43.0
C0231218,C0220870,10.0
C0231218,C0043189,3.0
C0231218,C0013443,64.0
C0231218,C0521421,64.0
C0231218,C0016129,70.0
C0231218,C1552158,8.0
C0231218,C0424790,5.0
C0231218,C0030360,1.0
C0231218,C3272275,5.0
C0231218,C0032285,128.0
C0231218,C0243026,4.0
C0231218,C0036690,2.0
C0231218,C0035243,11.0
C0231218,C0042769,52.0
C0231218,C0004623,28.0
C0231218,C0876973,11.0
C0231218,C0282687,6.0
C0231218,C0026780,1.0
C0231218,C0004096,74.0
C0231218,C0026946,1.0
C0231218,C0282335,7.0
C0231218,C0545747,2.0
C0231218,C0276651,1.0
C0231218,C0343641,1.0
C0231218,C0948192,1.0
C0231218,C0158328,1.0
C0231218,C0275524,2.0
C0231218,C0020538,8.0
C0231218,C0022658,6.0
C0231218,C0028754,11.0
C0231218,C0024115,14.0
C0231218,C0018799,3.0
C0231218,C0018787,166.0
C0231218,C0028938,12.0
C0231218,C1522704,267.0
C0231218,C0814263,15.0
C0231218,C0037088,90.0
C0231218,C1533685,24.0
C0231218,C0016382,32.0
C0231218,C0029456,5.0
C0231218,C0262950,12.0
C0231218,C0242297,4.0
C0231218,C1527077,4.0
C0231218,C0042870,12.0
C0231218,C0332293,10.0
C0231218,C1563093,39.0
C0231218,C1519433,68.0
C0231218,C1370824,9.0
C0231218,C1843013,5.0
C0231218,C0184626,1.0
C0231218,C0948094,1.0
C0231218,C0184967,24.0
C0231218,C0227059,16.0
C0231218,C3541994,21.0
C0231218,C0850149,34.0
C0231218,C0003123,17.0
C0231218,C0438716,8.0
C0231218,C0948873,11.0
C0231218,C0270724,239.0
C0231218,C2827774,2.0
C0231218,C5202809,31.0
C0231218,C2930619,31.0
C0231218,C0185117,5.0
C0231218,C0728940,4.0
C0231218,C0015252,4.0
C0231218,C2676739,33.0
C0231218,C1443060,5.0
C0231218,C0037090,2.0
C0231218,C0347950,2.0
C0231218,C0040822,27.0
C0231218,C0232462,4.0
C0231218,C1291077,10.0
C0231218,C0224086,18.0
C0231218,C0393040,4.0
C0231218,C0848168,20.0
C0231218,C0454515,1.0
C0231218,C0016204,35.0
C0231218,C0338297,101.0
