Source,Destination,Weight 
C0423866,C1321551,2.0
C0423866,C0003493,2.0
C0423866,C0020557,2.0
C0423866,C0240225,4.0
C0423866,C0029453,2.0
C0423866,C0021083,2.0
C0423866,C0730400,2.0
C0423866,C0020971,5.0
C0423866,C0440790,2.0
C0423866,C0020972,2.0
C0423866,C0230415,2.0
C0423866,C0230442,2.0
C0423866,C0008312,2.0
C0423866,C0042345,2.0
C0423866,C0863083,2.0
C0423866,C0041281,2.0
C0423866,C0989247,1.0
C0423866,C0032533,82.0
C0423866,C1132474,1.0
C0423866,C0679225,1.0
C0423866,C3812880,2.0
C0423866,C1969653,5.0
C0423866,C2037193,1.0
C0423866,C0679247,1.0
C0423866,C0853204,2.0
C0423866,C0039483,9.0
C0423866,C0844334,1.0
C0423866,C1868677,3.0
C0423866,C0993472,3.0
C0423866,C0278141,2.0
C0423866,C0003868,2.0
C0423866,C1550244,1.0
C0423866,C0987999,1.0
C0423866,C0012813,1.0
C0423866,C0025470,2.0
C0423866,C0226956,1.0
C0423866,C0226958,1.0
C0423866,C0162577,1.0
C0423866,C0747791,1.0
C0423866,C1956391,2.0
C0423866,C0229089,1.0
C0423866,C1261103,2.0
C0423866,C0231706,3.0
C0423866,C0206058,3.0
C0423866,C1848392,2.0
C0423866,C2973270,3.0
C0423866,C0038160,1.0
C0423866,C4721453,1.0
C0423866,C0031117,1.0
C0423866,C0574032,3.0
C0423866,C0006267,2.0
C0423866,C1292856,3.0
C0423866,C0150055,1.0
C0423866,C4225222,1.0
C0423866,C1859316,1.0
C0423866,C4551976,2.0
C0423866,C0068899,1.0
C0423866,C0225832,1.0
C0423866,C0442893,1.0
C0423866,C0408752,1.0
C0423866,C0015731,4.0
C0423866,C0150627,4.0
C0423866,C3669218,4.0
C0423866,C0042640,2.0
C0423866,C1299624,27.0
C0423866,C0229985,2.0
C0423866,C0040067,9.0
C0423866,C0022077,8.0
C0423866,C0581528,2.0
C0423866,C3887524,2.0
C0423866,C0270699,4.0
C0423866,C0263746,2.0
C0423866,C0184893,2.0
C0423866,C2216322,2.0
C0423866,C0441645,3.0
C0423866,C0022100,2.0
C0423866,C0016512,3.0
C0423866,C1384666,1.0
C0423866,C0185026,1.0
C0423866,C0427008,3.0
C0423866,C0185012,2.0
C0423866,C1293124,2.0
C0423866,C3809776,1.0
C0423866,C0423640,1.0
C0423866,C0012242,1.0
C0423866,C1864389,1.0
C0423866,C4085597,1.0
C0423866,C0008677,1.0
C0423866,C0050572,1.0
C0423866,C4554548,1.0
C0423866,C0007286,1.0
C0423866,C0017601,1.0
C0423866,C1533720,1.0
C0423866,C0595921,1.0
C0423866,C0277823,1.0
C0423866,C1293131,1.0
C0423866,C1298682,1.0
C0423866,C0521516,1.0
C0423866,C0992820,1.0
C0423866,C0221785,1.0
C0423866,C0749263,1.0
C0423866,C0039482,1.0
C0423866,C0021107,1.0
C0423866,C0108844,1.0
C0423866,C0012169,1.0
C0423866,C0920424,1.0
C0423866,C0852216,1.0
C0423866,C0948310,1.0
C0423866,C0476206,1.0
C0423866,C0476207,1.0
C0423866,C0392701,1.0
C0423866,C0153064,1.0
C0423866,C1832661,1.0
C0423866,C0205711,1.0
C0423866,C1268107,1.0
C0423866,C0507114,1.0
C0423866,C0002892,1.0
C0423866,C1377828,4.0
C0423866,C5197901,1.0
C0423866,C0007272,1.0
C0423866,C0162859,1.0
C0423866,C0741984,1.0
C0423866,C0009225,1.0
C0423866,C0233488,1.0
C0423866,C0185317,2.0
C0423866,C0018821,2.0
C0423866,C1272654,1.0
C0423866,C0886052,1.0
C0423866,C0749410,1.0
C0423866,C0282046,1.0
C0423866,C0749607,2.0
C0423866,C3489532,1.0
C0423866,C1550235,1.0
C0423866,C1865361,1.0
C0423866,C0037935,1.0
C0423866,C0030797,1.0
C0423866,C4266535,1.0
C0423866,C0004763,1.0
C0423866,C0277565,1.0
C0423866,C0338361,1.0
C0423866,C2316212,1.0
C0423866,C1266881,1.0
C0423866,C0221982,1.0
C0423866,C0230425,1.0
C0423866,C5203658,2.0
C0423866,C0162439,1.0
C0423866,C1136201,1.0
C0423866,C0392806,2.0
C0423866,C0565350,1.0
C0423866,C0185414,1.0
C0423866,C0224415,1.0
C0423866,C0039508,1.0
C0423866,C2316787,1.0
C0423866,C0188413,1.0
C0423866,C0038897,1.0
C0423866,C3888847,1.0
C0423866,C0014093,1.0
C0423866,C0011389,2.0
C0423866,C0229749,1.0
C0423866,C1506507,1.0
C0423866,C3536731,1.0
C0423866,C0023895,3.0
C0423866,C0008715,3.0
C0423866,C0041600,3.0
C0423866,C0740418,1.0
C0423866,C0424068,1.0
C0423866,C0452260,1.0
C0423866,C0598380,1.0
C0423866,C0376004,1.0
C0423866,C0420176,1.0
C0423866,C0004626,1.0
C0423866,C0009368,2.0
C0423866,C0235239,1.0
C0423866,C4524538,1.0
C0423866,C1704536,1.0
C0423866,C0150755,1.0
C0423866,C1276393,1.0
C0423866,C0338248,1.0
C0423866,C0596706,1.0
C0035260,C0221423,1.0
C0035260,C0815353,1.0
C0035260,C0472888,1.0
C0035260,C4522181,1.0
C0035260,C0030193,1.0
C0035260,C0012634,1.0
C0221423,C0815353,1320.0
C0221423,C0472888,1797.0
C0221423,C4522181,783.0
C0221423,C0030193,409.0
C0221423,C0012634,584.0
C0221423,C0040408,4.0
C0221423,C0024109,360.0
C0221423,C0006104,57.0
C0221423,C0028429,182.0
C0221423,C0184933,2.0
C0221423,C0040461,7.0
C0221423,C1318464,44.0
C0221423,C0027740,107.0
C0221423,C0501385,2.0
C0221423,C0227230,483.0
C0221423,C0027792,4.0
C0221423,C0863093,25.0
C0221423,C1184743,126.0
C0221423,C0272285,241.0
C0221423,C0009450,542.0
C0221423,C0241898,1.0
C0221423,C0085594,6.0
C0221423,C1442877,99.0
C0221423,C0234233,111.0
C0221423,C1293107,1.0
C0221423,C0392970,244.0
C0221423,C0178784,69.0
C0221423,C0015672,560.0
C0221423,C1533734,257.0
C0221423,C0087111,523.0
C0221423,C1293132,11.0
C0221423,C0204727,228.0
C0221423,C0009443,331.0
C0221423,C0239849,1445.0
C0221423,C1260880,58.0
C0221423,C0037383,149.0
C0221423,C0010200,1017.0
C0221423,C2364082,30.0
C0221423,C3714552,125.0
C0221423,C0015967,695.0
C0221423,C0013404,774.0
C0221423,C0272238,533.0
C0221423,C0021400,804.0
C0221423,C0041912,296.0
C0221423,C0011847,45.0
C0221423,C0011849,45.0
C0221423,C0016976,1.0
C0221423,C0030305,1.0
C0221423,C0231807,85.0
C0221423,C0014518,59.0
C0221423,C4551656,17.0
C0221423,C1293152,17.0
C0221423,C3275067,82.0
C0221423,C2062441,33.0
C0221423,C0227073,39.0
C0221423,C1318154,3.0
C0221423,C0040452,3.0
C0221423,C0018563,743.0
C0221423,C0079613,127.0
C0221423,C0015392,157.0
C0221423,C0085209,1.0
C0221423,C0877046,54.0
C0221423,C0027051,11.0
C0221423,C0040426,65.0
C0221423,C0184661,96.0
C0221423,C0185115,6.0
C0221423,C1550227,3.0
C0221423,C0227093,19.0
C0221423,C1524020,63.0
C0221423,C1522449,74.0
C0221423,C0034386,292.0
C0221423,C2364111,58.0
C0221423,C0920467,20.0
C0221423,C3257980,7.0
C0221423,C0442886,54.0
C0221423,C4521540,74.0
C0221423,C3887642,66.0
C0221423,C1511790,9.0
C0221423,C0231218,526.0
C0221423,C0392148,10.0
C0221423,C1856053,285.0
C0221423,C0040456,34.0
C0221423,C0043194,402.0
C0221423,C0042196,92.0
C0221423,C4554334,233.0
C0221423,C3160718,92.0
C0221423,C0011209,133.0
C0221423,C0596601,58.0
C0221423,C5202801,9.0
C0221423,C0014122,9.0
C0221423,C0231617,372.0
C0221423,C4048158,178.0
C0221423,C0036572,331.0
C0221423,C2987620,12.0
C0221423,C0886384,21.0
C0221423,C0028084,75.0
C0221423,C4319952,290.0
C0221423,C0152277,101.0
C0221423,C0476270,4.0
C0221423,C0851121,12.0
C0221423,C0018681,259.0
C0221423,C0439631,59.0
C0221423,C0015231,2.0
C0221423,C0030372,2.0
C0221423,C0424513,2.0
C0221423,C0193959,9.0
C0221423,C0557061,377.0
C0221423,C0021053,5.0
C0221423,C0037354,5.0
C0221423,C0031350,293.0
C0221423,C0557033,92.0
C0221423,C0242429,329.0
C0221423,C0020975,18.0
C0221423,C3887654,11.0
C0221423,C2076600,24.0
C0221423,C1336827,1.0
C0221423,C0949766,21.0
C0221423,C0021485,217.0
C0221423,C0263940,11.0
C0221423,C0741585,62.0
C0221423,C0227192,54.0
C0221423,C1963578,48.0
C0221423,C0011991,73.0
C0221423,C0027497,157.0
C0221423,C0042963,27.0
C0221423,C0003862,35.0
C0221423,C0231528,68.0
C0221423,C1175175,40.0
C0221423,C0185027,2.0
C0221423,C0152054,309.0
C0221423,C1096155,58.0
C0221423,C0577573,57.0
C0221423,C0263214,82.0
C0221423,C0185060,34.0
C0221423,C0004135,31.0
C0221423,C0062074,228.0
C0221423,C0230347,57.0
C0221423,C0185051,27.0
C0221423,C2986716,36.0
C0221423,C0199176,47.0
C0221423,C0679698,11.0
C0221423,C0339897,63.0
C0221423,C4722408,4.0
C0221423,C1096446,7.0
C0221423,C0231217,6.0
C0221423,C0872315,3.0
C0221423,C0239296,3.0
C0221423,C0229983,3.0
C0221423,C3687832,133.0
C0221423,C1135440,29.0
C0221423,C0025007,16.0
C0221423,C0032371,20.0
C0221423,C0032042,27.0
C0221423,C0242350,3.0
C0221423,C0034067,1.0
C0221423,C0031354,270.0
C0221423,C3665375,269.0
C0221423,C0301571,19.0
C0221423,C0234238,132.0
C0221423,C0028678,13.0
C0221423,C0008679,42.0
C0221423,C0085593,73.0
C0221423,C0220870,4.0
C0221423,C0043189,10.0
C0221423,C0013443,46.0
C0221423,C0521421,46.0
C0221423,C0016129,139.0
C0221423,C1552158,19.0
C0221423,C0011311,1.0
C0221423,C0424790,9.0
C0221423,C0030360,3.0
C0221423,C3272275,15.0
C0221423,C0034069,1.0
C0221423,C0032285,261.0
C0221423,C0243026,20.0
C0221423,C0036690,12.0
C0221423,C0035243,26.0
C0221423,C0042769,137.0
C0221423,C0004623,50.0
C0221423,C0876973,21.0
C0221423,C0282687,9.0
C0221423,C0026780,1.0
C0221423,C0004096,126.0
C0221423,C0026946,1.0
C0221423,C0282335,22.0
C0221423,C0275524,5.0
C0221423,C0020538,14.0
C0221423,C0022658,16.0
C0221423,C0028754,51.0
C0221423,C0024115,32.0
C0221423,C0018799,16.0
C0221423,C0018787,261.0
C0221423,C0028938,21.0
C0221423,C1522704,253.0
C0221423,C0814263,16.0
C0221423,C0037088,153.0
C0221423,C1533685,21.0
C0221423,C0016382,46.0
C0221423,C0029456,12.0
C0221423,C0262950,32.0
C0221423,C0242297,18.0
C0221423,C1527077,4.0
C0221423,C0042870,34.0
C0221423,C0332293,13.0
C0221423,C1563093,47.0
C0221423,C1519433,136.0
C0221423,C1370824,9.0
C0221423,C1843013,3.0
C0221423,C0184626,4.0
C0221423,C0948094,2.0
C0221423,C0184967,45.0
C0221423,C0227059,34.0
C0221423,C3541994,30.0
C0221423,C0850149,87.0
C0221423,C0003123,37.0
C0221423,C0438716,15.0
C0221423,C0948873,30.0
C0221423,C0270724,307.0
C0221423,C2827774,7.0
C0221423,C5202815,1.0
C0221423,C5202809,25.0
C0221423,C2930619,25.0
C0221423,C0185117,3.0
C0221423,C0728940,5.0
C0221423,C0015252,5.0
C0221423,C2676739,63.0
C0221423,C1443060,5.0
C0221423,C0037090,10.0
C0221423,C0347950,10.0
C0221423,C0040822,54.0
C0221423,C0232462,11.0
C0221423,C1291077,6.0
C0221423,C0224086,34.0
C0221423,C0393040,7.0
C0221423,C0848168,36.0
C0221423,C0454515,5.0
C0221423,C0016204,30.0
C0221423,C0338297,151.0
C0221423,C0027442,5.0
C0221423,C0024117,38.0
C0221423,C3714496,37.0
C0221423,C0032310,7.0
C0221423,C0009421,5.0
C0221423,C1126333,5.0
C0221423,C1831721,5.0
C0221423,C0040808,7.0
C0221423,C0376161,5.0
C0221423,C0038842,20.0
C0221423,C0409974,30.0
C0221423,C0024138,31.0
C0221423,C0024131,30.0
C0221423,C0024530,15.0
C0221423,C0441636,21.0
C0221423,C0456909,15.0
C0221423,C0349410,6.0
C0221423,C0042200,17.0
C0221423,C0222041,31.0
C0221423,C0221512,57.0
C0221423,C0235309,43.0
C0221423,C0040357,23.0
C0221423,C0204774,26.0
C0221423,C0729552,8.0
C0221423,C0344191,8.0
C0221423,C0701824,8.0
C0221423,C0392674,103.0
C0221423,C0458827,11.0
C0221423,C0034115,1.0
C0221423,C0795691,13.0
C0221423,C0018790,16.0
C0221423,C4722446,10.0
C0221423,C3694279,10.0
C0221423,C0152032,11.0
C0221423,C0013103,9.0
C0221423,C0023928,2.0
C0221423,C0002170,11.0
C0221423,C0042384,5.0
C0221423,C0085635,3.0
C0221423,C0040132,11.0
C0221423,C0185033,13.0
C0221423,C0023884,60.0
C0221423,C0425481,27.0
C0221423,C0242073,4.0
C0221423,C0221170,6.0
C0221423,C0005841,4.0
C0221423,C1879316,3.0
C0221423,C0235272,3.0
C0221423,C0035854,3.0
C0221423,C0848112,4.0
C0221423,C0262324,3.0
C0221423,C0002903,4.0
C0221423,C0002912,2.0
C0221423,C0425449,17.0
C0221423,C1280903,2.0
C0221423,C0018494,57.0
C0221423,C0020498,26.0
C0221423,C0204558,16.0
C0221423,C0241042,4.0
C0221423,C3280240,210.0
C0221423,C0392171,35.0
C0221423,C1248424,22.0
C0221423,C0342895,52.0
C0221423,C0024820,1.0
C0221423,C0233844,1.0
C0221423,C0419095,1.0
C0221423,C0027769,60.0
C0221423,C0227716,79.0
C0221423,C4083049,104.0
C0221423,C0019247,1.0
C0221423,C3714506,18.0
C0221423,C3542022,7.0
C0221423,C0019163,2.0
C0221423,C0034494,1.0
C0221423,C0039614,6.0
C0221423,C0199848,28.0
C0221423,C0227665,91.0
C0221423,C0022646,97.0
C0221423,C0441516,13.0
C0221423,C0040028,29.0
C0221423,C0026837,9.0
C0221423,C0741847,6.0
C0221423,C0001486,2.0
C0221423,C0152060,45.0
C0221423,C1135929,3.0
C0221423,C0600080,21.0
C0221423,C0841617,6.0
C0221423,C3495919,1.0
C0221423,C3814046,2.0
C0221423,C0342942,1.0
C0221423,C0003842,3.0
C0221423,C0030274,6.0
C0221423,C0455270,34.0
C0221423,C2987482,3.0
C0221423,C1283892,1.0
C0221423,C1278908,1.0
C0221423,C0227958,23.0
C0221423,C0925983,2.0
C0221423,C0042201,1.0
C0221423,C0199810,1.0
C0221423,C1504473,9.0
C0221423,C1880091,17.0
C0221423,C4724148,17.0
C0221423,C0037199,46.0
C0221423,C0184958,89.0
C0221423,C0027424,36.0
C0221423,C0150189,4.0
C0221423,C0441513,34.0
C0221423,C0476273,26.0
C0221423,C1883583,40.0
C0221423,C0004836,45.0
C0221423,C0678431,29.0
C0221423,C0004895,36.0
C0221423,C0684199,9.0
C0221423,C0751363,16.0
C0221423,C3887938,13.0
C0221423,C0014544,14.0
C0221423,C0221055,38.0
C0221423,C0018834,40.0
C0221423,C0038351,131.0
C0221423,C3714551,106.0
C0221423,C0012164,21.0
C0221423,C0019340,10.0
C0221423,C0019345,10.0
C0221423,C0017152,9.0
C0221423,C0018099,11.0
C0221423,C0751249,9.0
C0221423,C0920425,48.0
C0221423,C0597815,9.0
C0221423,C0507115,12.0
C0221423,C0228539,9.0
C0221423,C0262254,9.0
C0221423,C0442874,96.0
C0221423,C0597757,9.0
C0221423,C0229962,12.0
C0221423,C0033572,29.0
C0221423,C0452410,10.0
C0221423,C0023380,53.0
C0221423,C1970187,9.0
C0221423,C0034991,14.0
C0221423,C0149931,15.0
C0221423,C0740903,9.0
C0221423,C0019079,9.0
C0221423,C0301568,9.0
C0221423,C0039259,9.0
C0221423,C0162429,37.0
C0221423,C0017296,20.0
C0221423,C0023759,4.0
C0221423,C0015385,5.0
C0221423,C0857027,38.0
C0221423,C0162538,2.0
C0221423,C4042866,7.0
C0221423,C0232292,183.0
C0221423,C0741426,4.0
C0221423,C0005847,8.0
C0221423,C3809991,13.0
C0221423,C0017547,7.0
C0221423,C0199809,6.0
C0221423,C1510857,1.0
C0221423,C0185023,1.0
C0221423,C0152227,36.0
C0221423,C2825047,4.0
C0221423,C0025148,5.0
C0221423,C0796085,94.0
C0221423,C1261381,1.0
C0221423,C0205721,1.0
C0221423,C0677881,1.0
C0221423,C0748355,3.0
C0221423,C0035222,5.0
C0221423,C0452240,98.0
C0221423,C0150141,44.0
C0221423,C1579931,33.0
C0221423,C0858958,5.0
C0221423,C0795934,40.0
C0221423,C1846009,19.0
C0221423,C0153062,1.0
C0221423,C0225442,19.0
C0221423,C0175697,3.0
C0221423,C1850568,2.0
C0221423,C1512335,15.0
C0221423,C0009763,3.0
C0221423,C0015230,67.0
C0221423,C0012833,94.0
C0221423,C0042571,53.0
C0221423,C0934502,16.0
C0221423,C0001175,11.0
C0221423,C0038454,8.0
C0221423,C4723761,1.0
C0221423,C1268087,3.0
C0221423,C0439775,1.0
C0221423,C1140621,97.0
C0221423,C0008049,23.0
C0221423,C2364135,13.0
C0221423,C0282312,5.0
C0221423,C0152936,4.0
C0221423,C0032064,30.0
C0221423,C0541747,3.0
C0221423,C1562368,2.0
C0221423,C3665472,87.0
C0221423,C0392920,87.0
C0221423,C0013216,8.0
C0221423,C0018802,18.0
C0221423,C0018801,16.0
C0221423,C1277295,5.0
C0221423,C0700589,2.0
C0221423,C1305417,4.0
C0221423,C0362076,1.0
C0221423,C0032740,2.0
C0221423,C0151293,1.0
C0221423,C1185738,1.0
C0221423,C3810531,21.0
C0221423,C4521443,21.0
C0221423,C0740396,6.0
C0221423,C0231311,1.0
C0221423,C0235394,3.0
C0221423,C0002708,1.0
C0221423,C0150157,30.0
C0221423,C0812426,9.0
C0221423,C2926602,4.0
C0221423,C0038379,1.0
C0221423,C0458421,11.0
C0221423,C0597811,3.0
C0221423,C0042449,9.0
C0221423,C0263314,5.0
C0221423,C1321587,50.0
C0221423,C0019693,1.0
C0221423,C0019372,1.0
C0221423,C1515884,1.0
C0221423,C1320374,2.0
C0221423,C0003873,4.0
C0221423,C1290884,2.0
C0221423,C4748924,1.0
C0221423,C0204324,1.0
C0221423,C0454525,1.0
C0221423,C1245665,1.0
C0221423,C1516635,1.0
C0221423,C0474232,1.0
C0221423,C0008031,160.0
C0221423,C0006277,73.0
C0221423,C0018621,2.0
C0221423,C0007222,3.0
C0221423,C1335499,1.0
C0221423,C4553655,41.0
C0221423,C0677756,5.0
C0221423,C0547605,2.0
C0221423,C0010352,6.0
C0221423,C0149725,61.0
C0221423,C1283622,1.0
C0221423,C0270814,11.0
C0221423,C0683474,86.0
C0221423,C4724036,72.0
C0221423,C0451615,1.0
C0221423,C1261082,1.0
C0221423,C0235267,1.0
C0221423,C0005858,2.0
C0221423,C0751535,1.0
C0221423,C0035204,1.0
C0221423,C0035242,1.0
C0221423,C2242996,51.0
C0221423,C0030554,29.0
C0221423,C0751185,2.0
C0221423,C0847554,3.0
C0221423,C0687681,3.0
C0221423,C0019196,2.0
C0221423,C0230370,8.0
C0221423,C0857126,23.0
C0221423,C0185003,11.0
C0221423,C0042331,2.0
C0221423,C1275670,4.0
C0221423,C0009806,9.0
C0221423,C0017168,51.0
C0221423,C1527398,11.0
C0221423,C0013969,11.0
C0221423,C0679614,1.0
C0221423,C0023216,25.0
C0221423,C0036474,1.0
C0221423,C0423086,2.0
C0221423,C0010054,1.0
C0221423,C1956346,1.0
C0221423,C0010068,1.0
C0221423,C0011175,21.0
C0221423,C4744673,25.0
C0221423,C0018826,2.0
C0221423,C1186983,6.0
C0221423,C0729936,2.0
C0221423,C0026267,2.0
C0221423,C1443953,2.0
C0221423,C0003850,4.0
C0221423,C0004153,4.0
C0221423,C2709207,5.0
C0221423,C0278286,8.0
C0221423,C3888198,20.0
C0221423,C0476288,2.0
C0221423,C0035298,1.0
C0221423,C0848332,24.0
C0221423,C0087031,6.0
C0221423,C0454366,9.0
C0221423,C0037317,36.0
C0221423,C0235031,18.0
C0221423,C1995013,33.0
C0221423,C0036310,7.0
C0221423,C0232431,1.0
C0221423,C0039070,23.0
C0221423,C0393719,72.0
C0221423,C0600142,21.0
C0221423,C0039516,36.0
C0221423,C0235150,18.0
C0221423,C0026821,61.0
C0221423,C0085624,55.0
C0221423,C0152020,18.0
C0221423,C0020175,28.0
C0221423,C0086153,18.0
C0221423,C3218962,18.0
C0221423,C0027404,18.0
C0221423,C0272302,18.0
C0221423,C0004604,60.0
C0221423,C0865800,18.0
C0221423,C0007859,42.0
C0221423,C0028643,26.0
C0221423,C0858598,20.0
C0221423,C0229967,18.0
C0221423,C0003811,20.0
C0221423,C0037949,34.0
C0221423,C4085243,30.0
C0221423,C1285092,56.0
C0221423,C0277556,55.0
C0221423,C0235162,21.0
C0221423,C0040264,25.0
C0221423,C0011168,19.0
C0221423,C0849963,20.0
C0221423,C0149745,18.0
C0221423,C0040421,21.0
C0221423,C0836921,21.0
C0221423,C0036396,34.0
C0221423,C0238990,117.0
C0221423,C0021114,21.0
C0221423,C0225706,47.0
C0221423,C0426576,18.0
C0221423,C0020550,18.0
C0221423,C1868117,24.0
C0221423,C0033046,24.0
C0221423,C0280090,18.0
C0221423,C0224335,18.0
C0221423,C0040460,36.0
C0221423,C0235234,22.0
C0221423,C0032781,55.0
C0221423,C1412002,22.0
C0221423,C0474166,32.0
C0221423,C0476214,40.0
C0221423,C0021345,21.0
C0221423,C0015674,25.0
C0221423,C0024902,25.0
C0221423,C0019825,21.0
C0221423,C0006155,36.0
C0221423,C0022359,19.0
C0221423,C0043144,22.0
C0221423,C0036098,18.0
C0221423,C0227089,20.0
C0221423,C0013456,3.0
C0221423,C0582802,1.0
C0221423,C0149871,2.0
C0221423,C0032026,5.0
C0221423,C0857090,2.0
C0221423,C0042029,15.0
C0221423,C0000737,44.0
C0221423,C0022742,6.0
C0221423,C0426484,5.0
C0221423,C0917801,37.0
C0221423,C0239377,10.0
C0221423,C0016053,3.0
C0221423,C0302539,11.0
C0221423,C0026848,1.0
C0221423,C0199779,2.0
C0221423,C1314715,2.0
C0221423,C4698121,2.0
C0221423,C0199451,2.0
C0221423,C0042109,2.0
C0221423,C0002792,6.0
C0221423,C0035561,3.0
C0221423,C0559687,9.0
C0221423,C0028081,17.0
C0221423,C4317006,1.0
C0221423,C0003864,9.0
C0221423,C0849164,2.0
C0221423,C0037763,10.0
C0221423,C2830454,3.0
C0221423,C0344375,3.0
C0221423,C0553713,3.0
C0221423,C0005400,3.0
C0221423,C0455770,3.0
C0221423,C0796232,4.0
C0221423,C0265514,4.0
C0221423,C4761612,3.0
C0221423,C0588436,1.0
C0221423,C1443924,9.0
C0221423,C3489393,2.0
C0221423,C0677500,6.0
C0221423,C0238741,4.0
C0221423,C0023217,3.0
C0221423,C0014876,11.0
C0221423,C0376286,3.0
C0221423,C1510471,3.0
C0221423,C0040578,6.0
C0221423,C2039120,4.0
C0221423,C0439814,3.0
C0221423,C0016536,3.0
C0221423,C0017672,4.0
C0221423,C0497156,7.0
C0221423,C0004364,42.0
C0221423,C0586407,3.0
C0221423,C0497366,3.0
C0221423,C2957106,9.0
C0221423,C4284020,5.0
C0221423,C0032326,5.0
C0221423,C0742339,5.0
C0221423,C0362046,4.0
C0221423,C0239886,4.0
C0221423,C0040425,3.0
C0221423,C0231918,3.0
C0221423,C0858600,4.0
C0221423,C1171177,1.0
C0221423,C0423572,1.0
C0221423,C0278144,4.0
C0221423,C3890602,7.0
C0221423,C0041834,2.0
C0221423,C0730321,2.0
C0221423,C0231772,4.0
C0221423,C0235108,2.0
C0221423,C0700184,1.0
C0221423,C0026769,1.0
C0221423,C0578050,1.0
C0221423,C0848290,5.0
C0221423,C0222032,3.0
C0221423,C0020443,3.0
C0221423,C0013390,1.0
C0221423,C0239182,1.0
C0221423,C0857098,1.0
C0221423,C0037303,4.0
C0221423,C2951888,4.0
C0221423,C0860603,2.0
C0221423,C2952914,1.0
C0221423,C1744601,1.0
C0221423,C0424653,1.0
C0221423,C0272199,1.0
C0221423,C2129214,10.0
C0221423,C0279268,2.0
C0221423,C0268059,19.0
C0221423,C0235710,3.0
C0221423,C1440080,1.0
C0221423,C1293234,2.0
C0221423,C0039082,2.0
C0221423,C0751409,1.0
C0221423,C0239836,9.0
C0221423,C1861735,2.0
C0221423,C0549343,2.0
C0221423,C0559469,1.0
C0221423,C0024204,10.0
C0221423,C0027342,10.0
C0221423,C0013395,6.0
C0221423,C0011860,2.0
C0221423,C0275626,1.0
C0221423,C0238995,4.0
C0221423,C1384493,1.0
C0221423,C0024198,22.0
C0221423,C0679309,1.0
C0221423,C0683323,1.0
C0221423,C0042276,3.0
C0221423,C0037011,2.0
C0221423,C1515933,1.0
C0221423,C1883514,3.0
C0221423,C1293097,7.0
C0221423,C3853547,6.0
C0221423,C0687080,9.0
C0221423,C1690938,6.0
C0221423,C0743323,3.0
C0221423,C0040213,3.0
C0221423,C1880476,3.0
C0221423,C0521300,8.0
C0221423,C0276138,3.0
C0221423,C0027092,6.0
C0221423,C0020450,3.0
C0221423,C0239511,3.0
C0221423,C0037315,5.0
C0221423,C0282614,3.0
C0221423,C1313952,3.0
C0221423,C1708083,3.0
C0221423,C0268281,5.0
C0221423,C0032231,3.0
C0221423,C0235716,8.0
C0221423,C0850630,3.0
C0221423,C0234230,3.0
C0221423,C0454348,4.0
C0221423,C0035078,3.0
C0221423,C0010340,9.0
C0221423,C0857156,14.0
C0221423,C0038395,20.0
C0221423,C3888065,4.0
C0221423,C3887494,4.0
C0221423,C3541517,4.0
C0221423,C3539920,4.0
C0221423,C3714636,2.0
C0221423,C0036689,3.0
C0221423,C0003578,2.0
C0221423,C0203993,2.0
C0221423,C0085674,2.0
C0221423,C0024031,3.0
C0221423,C0424805,1.0
C0221423,C0022104,12.0
C0221423,C0242301,4.0
C0221423,C2370950,4.0
C0221423,C0423729,4.0
C0221423,C0275518,4.0
C0221423,C0178238,4.0
C0221423,C0439053,2.0
C0221423,C0022122,5.0
C0221423,C0019552,7.0
C0221423,C0229298,1.0
C0221423,C0010201,1.0
C0221423,C0149561,3.0
C0221423,C0035029,2.0
C0221423,C0037219,2.0
C0221423,C2004459,1.0
C0221423,C0001625,2.0
C0221423,C0871878,2.0
C0221423,C3469597,2.0
C0221423,C1186763,5.0
C0221423,C1533658,7.0
C0221423,C0043528,21.0
C0221423,C0581381,14.0
C0221423,C0729531,14.0
C0221423,C1185740,16.0
C0221423,C5202577,28.0
C0221423,C0238190,12.0
C0221423,C0185112,7.0
C0221423,C0005854,7.0
C0221423,C0872333,7.0
C0221423,C0474496,4.0
C0221423,C1836672,22.0
C0221423,C3640008,4.0
C0221423,C0019112,11.0
C0221423,C3669031,1.0
C0221423,C0337279,7.0
C0221423,C1533163,3.0
C0221423,C0018939,3.0
C0221423,C0035139,8.0
C0221423,C1273412,1.0
C0221423,C0271240,1.0
C0221423,C4290000,4.0
C0221423,C4551552,4.0
C0221423,C1096184,6.0
C0221423,C3280586,1.0
C0221423,C0004610,1.0
C0221423,C0189381,1.0
C0221423,C0035849,4.0
C0221423,C0023976,1.0
C0221423,C4552766,2.0
C0221423,C0000809,1.0
C0221423,C0042149,1.0
C0221423,C0019360,94.0
C0221423,C0348217,5.0
C0221423,C0687028,3.0
C0221423,C1517205,39.0
C0221423,C0023530,8.0
C0221423,C0040861,5.0
C0221423,C0276289,1.0
C0221423,C0011119,5.0
C0221423,C3276706,4.0
C0221423,C0023646,1.0
C0221423,C0014804,2.0
C0221423,C0851189,1.0
C0221423,C0853813,1.0
C0221423,C0230460,1.0
C0221423,C4303579,1.0
C0221423,C0239649,1.0
C0221423,C1535939,163.0
